track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Cool Yule,Kurt Elling,spotify:track:5mMvTNzVVkS2NoChzOs2s,0.624,0.266,5,-15.636,1,0.226,0.389,,0.837,0.591,146.638,298,4,38.9641,12,
Red Solo Cup,Toby Keith,spotify:track:4YKAOXyqkKZ5gOZRAmVMN,0.535,0.56,4,-6.586,1,0.91,0.287,,0.29,0.785,164.17,223387,4,36.27221,1,1
Na Na,Trey Songz,spotify:track:5maiP9UMnTSgoxPX8X3bdz,0.67,0.476,9,-6.253,,0.46,0.328,,0.14,0.235,96.975,23197,4,22.6288,15,1
Last Christmas,Hawk Nelson,spotify:track:3fc1SRSOl2HxCsBWl2cWAp,0.676,0.767,,-6.523,1,0.348,0.25,,0.28,0.788,113.975,2267,4,47.1847,1,
Fearless,Taylor Swift,spotify:track:6Eu31gddWwgOGO56pJYA,0.594,0.712,5,-4.418,1,0.273,0.4,,0.39,0.476,99.972,241987,4,2.97568,12,1
The Quack - Club Dub,What So Not,spotify:track:ADtniZOoEFJONiqVks3B,0.778,0.695,,-8.134,1,0.29,0.246,0.16,0.341,0.728,15.19,249878,4,28.16637,14,
Apparent Lushness,Earthen Sea,spotify:track:7y1NpbhKUFO821nd9NkHEO,0.243,0.842,9,-29.673,,0.65,0.952,0.618,0.112,0.152,71.248,222733,4,18.57435,9,
Beautiful Monster,Ne-Yo,spotify:track:2Q99zPXVqCPN5RaZawvJWZ,0.78,0.771,5,-6.99,,0.131,0.29,5.32E-01,0.277,0.494,128.13,251573,4,75.82838,1,1
Army of Cops,Pig Destroyer,spotify:track:5Ra2TTUJwCtNNgLHWqGVph,0.212,0.994,2,-3.749,1,0.188,3.60E-01,0.344,0.342,0.214,16.27,198333,4,56.6238,7,
I Dream in Lines,Astronoid,spotify:track:6U3c8sjXhmp658imrObxDf,0.369,0.955,5,-6.969,1,0.921,1.12E-01,0.16,0.31,0.138,159.963,2984,4,48.6548,12,
Kill Em With Kindness,Selena Gomez,spotify:track:1QNoKVgA758HFLu3TW2q7R,0.757,0.884,1,-5.488,,0.44,0.795,5.87E-01,0.973,0.398,12.12,21797,4,48.73545,8,1
Today Was A Fairytale,Taylor Swift,spotify:track:1P5QpwOgXJuoVTm3CWbnLY,0.485,0.717,7,-4.54,1,0.321,0.284,5.63E-01,0.14,0.356,158.47,241813,4,38.21417,11,1
The Ringer,Eminem,spotify:track:2jt2WxXMCD4zjACthkJQVE,0.939,0.551,1,-9.126,1,0.291,0.311,,0.192,0.42,118.552,337941,4,21.2115,16,1
Half Asleep - Alternate Version,School Of Seven Bells,spotify:track:5etI5jpT3zyWg7TjcnFWL,0.446,0.811,2,-5.83,1,0.468,0.288,0.326,0.154,0.382,13.4,26893,4,33.98173,12,
Love Faces,Trey Songz,spotify:track:5rX6GiR64Epgri9Ubjzg9,0.654,0.599,11,-6.699,1,0.563,0.599,,0.161,0.333,119.778,2438,4,31.8122,1,1
Metal Invasion - 215 Remastered Version,Freedom Call,spotify:track:OJ22SOth1Ub9OWHbBCUg3,0.155,0.948,11,-4.346,1,0.15,6.80E-01,0.56,0.122,0.233,167.73,4913,4,31.33774,18,
Nowadays,Lil Skies Featuring Landon Cube,spotify:track:2u7mxWSeoqTXndK5e8jMp,0.745,0.646,6,-6.987,,0.17,0.157,,0.338,0.46,79.993,2398,4,23.33816,11,1
You & Me,Marc E. Bassy Featuring G-Eazy,spotify:track:7yCqehT9dKACTFy7YugPJ,0.449,0.635,1,-8.31,1,0.275,0.413,,0.188,0.68,84.414,218493,4,24.535,11,1
Do It Like You,Diggy Featuring Jeremih,spotify:track:3hTfNt5rYtyMamwkxyHaZ,0.447,0.811,11,-5.382,,0.135,0.44,,0.229,0.65,15.399,233493,4,25.94765,13,1
Misanthropic Nuclear Abominations,Blasfemia,spotify:track:1sCqshapA6KmuBzaJMMT3M,0.212,0.996,11,-5.43,1,0.438,6.42E-01,0.898,0.41,0.1,15.44,217252,4,66.79345,7,
Cherry,Chromatics,spotify:track:71RPveF6c3dgG4tiljQw9K,0.656,0.784,7,-6.389,,0.354,0.338,0.233,0.175,0.82,18.245,271952,4,37.4287,14,
"Reppin N.Y. (feat. Lil Fame, Kool G Rap)",Joell Ortiz,spotify:track:ZwvXK6Nu8NnmmccKg9Ml,0.671,0.73,6,-7.1,1,0.352,0.286,,0.229,0.631,93.392,181291,4,23.2547,1,
Devouring Entities Devour,Winterwolf,spotify:track:OaCRcUTkz77KsfsJ93HSm,0.26,0.851,6,-9.912,1,0.529,7.00E-01,0.955,0.378,0.281,135.416,266153,4,39.58493,1,
Ain't My Fault,Zara Larsson,spotify:track:ADG9OgdVTL7fgREP75BrZ,0.576,0.782,6,-4.825,,0.296,0.778,,0.285,0.355,141.153,22431,4,42.98133,11,1
Shelter Me,Project 86,spotify:track:27LZi5WpfMFnq8YRnSUjqy,0.484,0.876,7,-5.117,,0.432,2.86E-01,0.888,0.376,0.557,91.787,18864,4,4.32681,7,
Old Records - Original Mix,Jamie Berry,spotify:track:3gH84yz91H7lQ3yuLS4C,0.843,0.762,1,-4.212,1,0.113,0.314,0.162,0.625,0.83,12.77,231999,4,32.55346,8,
Spirit Child,Willie Thrasher,spotify:track:5jyJ51W6BlMZ9YPt1EgW7,0.372,0.692,8,-7.692,,0.287,0.819,0.44,0.12,0.848,16.738,24427,4,47.2367,12,
Stay,Florida Georgia Line,spotify:track:3grPZ1iQg2tEdhZCh3HTt,0.494,0.936,1,-2.989,1,0.418,0.744,,0.148,0.582,141.939,19932,4,64.8767,8,1
Spiegel im Spiegel (1978),Arvo Pärt,spotify:track:1emvj5zfL475fldoroTrXl,0.19,0.226,5,-35.98,1,0.378,0.849,4.47E-01,0.617,0.333,79.178,581,3,35.41645,32,
Miss Me,Drake Featuring Lil Wayne,spotify:track:1U4mweNwisxNj23ffuC9gO,0.426,0.862,2,-5.979,1,0.597,0.813,,0.34,0.332,1.3,3552,5,66.94832,12,1
Ready to Die,The Unicorns,spotify:track:2HGe9k96VsXdLGUPKwAwSw,0.591,0.539,8,-8.32,1,0.29,0.218,2.43E-01,0.384,0.419,76.36,12829,4,39.99867,5,
I Wanna Make You Close Your Eyes,Dierks Bentley,spotify:track:V6Na986SNXm1CpreVF56E,0.599,0.61,1,-5.745,1,0.232,0.14,4.83E-01,0.115,0.359,95.979,239119,4,33.351,1,1
Combat Metal,Fireforce,spotify:track:6O3eQ6rVO2wOptHkAfWNEL,0.56,0.957,7,-3.795,1,0.61,0.596,0.368,0.36,0.445,18.68,259347,4,46.57534,11,
Individuation,Eluvium,spotify:track:uhnSuoPlikZpiW9Hj7VZ,0.21,0.419,,-25.921,1,0.41,0.656,0.866,0.911,0.198,1.528,188832,4,49.16822,6,
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,spotify:track:1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.33,0.153,,0.111,0.434,93.23,189487,4,27.45195,7,1
Pretty Girls,Iyaz Featuring Travie McCoy,spotify:track:3Ju48PMNQkAGxjJCbWcfeM,0.647,0.749,8,-5.19,1,0.478,0.386,,0.298,0.659,76.84,22357,4,53.3166,8,1
Middle Of A Memory,Cole Swindell,spotify:track:38gZVjeaeR3gcnCzziAxBm,0.531,0.746,11,-4.228,1,0.329,0.972,,0.12,0.34,139.788,22637,4,4.94856,5,1
Beast,The Acacia Strain,spotify:track:4jnojrVy7uX8Ejz2QmJfVk,0.533,0.899,11,-4.63,1,0.85,0.214,5.32E-01,0.965,0.184,115.13,24376,4,42.3731,9,
Is Your Kettle On?,Thomas Schumacher,spotify:track:KBRyP6AUkCxEJXGRSpxJp,0.763,0.447,1,-11.89,1,0.758,0.312,0.363,0.13,0.497,95.18,25728,4,29.11315,13,
La Buena y la Mala,Banda Tierra Sagrada,spotify:track:17IiqbqbVVWMlq6j7xrQaD,0.85,0.716,,-4.498,1,0.39,0.527,,0.247,0.95,124.832,24453,3,31.2752,12,
Beyond,Leon Bridges,spotify:track:5esPpmrM2AsyDVgOKzWQwU,0.58,0.687,6,-5.4,1,0.16,0.229,,0.19,0.187,76.14,246,4,29.41828,14,
Miami Disco,Perturbator,spotify:track:5QyvmZYiOuKsaTv6J77Yg,0.611,0.942,5,-3.311,,0.11,0.63,0.557,0.11,0.94,12.4,27147,4,91.1137,1,
I Get The Bag,Gucci Mane Featuring Migos,spotify:track:1XRgIKC5TPwo7nWGyKqgG,0.89,0.633,11,-5.475,1,0.168,0.232,0.343,0.993,0.425,139.948,23387,4,23.8166,1,1
Final Call,Shadows Fall,spotify:track:43TQz5QGcGJnmRAYhvW6p2,0.445,0.985,7,-4.946,1,0.13,2.33E-01,0.489,0.286,0.398,175.17,4813,4,26.56511,12,
Escape From Midwich Valley,Carpenter Brut,spotify:track:1jBP9dV1MJhVcNh75yCT6I,0.38,0.675,,-5.459,,0.371,0.229,0.45,0.293,0.852,97.978,43679,4,53.27541,17,
Now That I've Found You,Liam Gallagher,spotify:track:4QSxcUAwEx5sFitOKZfQDN,0.461,0.892,,-3.38,1,0.397,0.162,6.73E-01,0.126,0.573,129.999,2911,4,34.8915,7,
Little Drummer Boy,for KING & COUNTRY,spotify:track:7I1zsQGKGdUEbP4rQPzcYK,0.665,0.617,2,-5.944,1,0.464,0.36,7.90E-01,0.126,0.149,13.994,215533,3,61.5287,9,
Just Breathe,Pearl Jam,spotify:track:6i81qFkru6Kj1IEsB7KNp2,0.473,0.348,,-11.1,1,0.288,0.721,7.42E-01,0.823,0.283,17.819,215853,4,73.46338,8,1
Play That Song,Train,spotify:track:77hjM9bMmgfTGJXv14UFmi,0.392,0.825,,-2.68,,0.535,0.231,2.25E-01,0.972,0.482,98.959,243253,4,24.28762,1,1
Baggage Claim,Miranda Lambert,spotify:track:1hTSImeofoaFWptq9JSFpP,0.71,0.934,8,-2.777,1,0.43,0.657,1.53E-01,0.671,0.964,81,197547,4,47.78481,9,1
Elégie,Nocturnal Depression,spotify:track:5BCgS1rBXzxBUdAf9vfS,0.29,0.52,4,-4.926,1,0.374,3.61E-01,0.987,0.375,0.331,92.151,168594,4,41.45525,6,
En sup i från dunken,Rövballebandet,spotify:track:6W3JnSfQjflDbyMvm8J9X7,0.727,0.975,,-4.759,1,0.73,0.994,,0.294,0.873,14.97,153518,4,34.55565,7,
Carry You,Novo Amor,spotify:track:u4rkpmNtgcFxYHepnVF4v,0.334,0.397,7,-7.993,1,0.283,0.558,0.781,0.126,0.351,92.291,27317,4,22.61341,12,
Dancehall Landlord,Shatta Wale,spotify:track:57xzWs6FLHOMJuHpVSfOAt,0.8,0.825,7,-3.579,1,0.367,0.422,,0.426,0.8,11.178,183187,4,39.3696,1,
Praise Your Name - Live,Corey Voss,spotify:track:e1cLnF2S39tdhnNUhbcn,0.271,0.644,1,-6.81,1,0.442,0.636,,0.644,0.79,16.71,39684,4,29.43327,15,
1999,Prince,spotify:track:2H7PHVdQ3mXqEHXcvclTB,0.866,0.73,5,-8.21,1,0.767,0.137,,0.843,0.625,118.523,379267,4,35.29387,14,1
CCM,Julie Lamontagne Trio,spotify:track:2dmB6QW1jupSchrigc2k,0.384,0.432,4,-12.645,,0.38,0.21,0.754,0.17,0.391,125.836,323147,4,25.3666,15,
 To 1 / The Catch Up,Drake,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,0.559,0.716,11,-3.964,,0.39,0.737,,0.252,0.54,176.618,275227,4,22.471,14,1
"Evening Song - Live At The Jazz Standard, New York / 217",Jakob Bro,spotify:track:2CoDMiE45b6csTqt2iAO7T,0.58,0.142,4,-28.16,1,0.346,0.934,0.926,0.72,0.467,16.42,291267,3,39.23611,7,
Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,spotify:track:5W7xC99N2Zzfh69r7I7zWK,0.57,0.58,1,-5.547,,0.29,0.125,,0.497,0.45,171.917,27627,4,22.69199,14,1
"Beware, the Sirens",Getter,spotify:track:1k31A67Br2PDytoPR283x,0.721,0.899,1,-4.7,,0.57,0.116,2.51E-01,0.126,0.385,142.18,141972,4,59.17741,4,
Gucci Gucci,Kreayshawn,spotify:track:1ea97AUSazu2QZw9BnHJqK,0.712,0.924,1,-2.82,,0.683,0.165,1.77E-01,0.96,0.91,77.58,18784,4,24.93332,7,1
No,Meghan Trainor,spotify:track:7fCNUWi6uflDTQ8srxMZk,0.827,0.658,6,-3.846,1,0.517,0.224,,0.417,0.523,115.16,152862,4,24.54159,9,1
Hoyt's Office,Hildur Guðnadóttir,spotify:track:1UdiJ6Y2eisfQQ76MZOX4B,0.145,0.126,11,-18.667,1,0.356,0.853,0.98,0.113,0.278,58.373,8476,3,17.7318,4,
Beers Ago,Toby Keith,spotify:track:5MiRgE7Yta2jiOkVGHbiQC,0.565,0.84,,-4.641,1,0.296,0.284,,0.928,0.742,144.4,2664,4,27.2465,11,1
Dangerous Woman,Ariana Grande,spotify:track:5H7d8isXFW779pCK7lo4KT,0.47,0.826,4,-3.443,,0.926,0.86,1.21E-01,0.979,0.277,133.942,233447,3,32.32181,1,1
Let Me Love You,DJ Snake Featuring Justin Bieber,spotify:track:lYBSQXN6rCTvUZvg9SlU,0.649,0.716,8,-5.371,1,0.349,0.863,2.63E-01,0.135,0.163,99.988,25947,4,48.1831,1,1
Lust,Lil Skies,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,0.718,0.767,9,-5.641,1,0.166,0.138,,0.114,0.519,16.84,156,4,27.44424,9,1
Just Fishin',Trace Adkins,spotify:track:1ZxNwqYsJA41CKf2YEhmIK,0.586,0.674,11,-5.69,1,0.246,0.764,0.777,0.243,0.395,86.5,21333,4,23.294,1,1
Just Hold On,Steve Aoki & Louis Tomlinson,spotify:track:58oFmt92FyICj6pZiWQwC,0.647,0.932,11,-3.517,1,0.83,0.377,1.69E-01,0.574,0.387,115,198774,4,88.14219,7,1
Perfect (Electro Swing Remix),11 Acorn Lane,spotify:track:46jrqGkZ9TPqP9u6RMfYq,0.793,0.868,,-4.1,1,0.173,0.34,0.961,0.85,0.85,124.985,22498,4,47.71473,1,
Kyoto,Kumbhaka,spotify:track:5DuALA1mvSWTNM9xi2Rqm,0.151,0.244,6,-32.248,,0.4,0.98,0.912,0.11,0.358,65.585,162776,4,18.55926,12,
Beyond,Leon Bridges,spotify:track:1Omt5bfz1tZUCqd26HxbS,0.58,0.687,6,-5.4,1,0.16,0.229,,0.19,0.187,76.14,246,4,29.41828,14,
FDB,Young Dro,spotify:track:19fKNXNkmWhuAQyGbxyFXg,0.942,0.773,5,-4.855,1,0.28,0.378,,0.736,0.648,125.75,2288,4,19.8159,13,
"Saturday Love - 12"" Extended Version",Cherrelle,spotify:track:5W3Y5I9y5ps6M6rl9e7zg,0.865,0.394,11,-12.235,1,0.528,0.832,0.231,0.32,0.642,115.937,521693,4,76.97471,22,
Soltera,"Lunay, Daddy Yankee & Bad Bunny",spotify:track:1chsvHLELX6y8qymnpLKL,0.795,0.783,5,-4.271,1,0.432,0.361,,0.437,0.8,92.16,26687,4,44.35668,13,1
Lonely Tonight,Blake Shelton Featuring Ashley Monroe,spotify:track:1zbcFS5hS92oXNL3UZDfY,0.41,0.747,5,-4.964,1,0.358,0.581,,0.983,0.369,158.64,2184,4,47.13143,11,1
"After The Storm (feat. Tyler, The Creator & Bootsy Collins) - Pete Rock Remix",Kali Uchis,spotify:track:1aKzgL3nsei4Idwi8H9Zts,0.695,0.687,9,-9.75,1,0.728,0.24,0.181,0.174,0.786,159.3,22527,4,53.24196,11,
Wild Ones,Flo Rida Featuring Sia,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,0.68,0.86,5,-5.324,,0.554,0.991,,0.262,0.437,127.75,232947,4,61.753,1,1
Fade Away,Dayne S,spotify:track:i3PqyAD6hgr5ZFmwhoUMw,0.788,0.592,6,-9.654,,0.466,0.738,0.277,0.19,0.663,121.999,37974,4,47.7647,17,
"Satie: 3 Gymnopédies: No. 1, Lent et douloureux",Erik Satie,spotify:track:6UlKVLfCMkUcDb9qlnn3i,0.455,0.285,7,-34.835,1,0.794,0.996,0.959,0.12,0.219,79.452,19557,4,5.29553,1,
Good Form,Nicki Minaj Featuring Lil Wayne,spotify:track:19FcrcnJiwMKomgS9SW,0.88,0.775,7,-5.133,1,0.952,0.113,0.264,0.943,0.284,96.57,1994,4,6.66247,9,1
Noise,Kenny Chesney,spotify:track:XN2BcoaKE4Z2hnq1ZeDY1,0.58,0.799,,-4.146,1,0.28,0.95,,0.925,0.583,19.965,2376,4,31.98866,7,1
Mine Would Be You,Blake Shelton,spotify:track:1zvQt99d5oTkEQLmSoO1yu,0.572,0.529,,-6.897,1,0.282,0.146,,0.335,0.321,139.876,23957,4,23.8186,13,1
Dirty Blue Jeans,Jeremy Warmsley,spotify:track:7kTJYVJ58ELiDi6d5sBeag,0.55,0.793,,-5.176,1,0.727,0.45,,0.14,0.613,85.734,195493,4,33.37694,7,
Selenium Forest,Plini,spotify:track:18pIsa1XH5Eap4SBcSH4Xd,0.471,0.717,3,-7.731,,0.388,0.653,0.897,0.284,0.356,149.981,365641,1,25.2321,14,
I See You,Luke Bryan,spotify:track:3Z3D2hnbZnveVhTuOifJyt,0.657,0.821,6,-3.388,1,0.352,0.838,,0.457,0.714,13.2,185987,4,22.1343,9,1
Getsomerest/sleepwell,"quickly, quickly",spotify:track:2RycgtfFQZOPgEGrzBGEj,0.637,0.394,7,-13.536,1,0.286,0.65,0.35,0.968,0.361,132.15,332173,4,21.86874,15,
Love Don't Die,The Fray,spotify:track:6IDDwIYOCAUDhMZltQekS,0.632,0.85,11,-4.488,,0.33,0.95,,0.197,0.275,115.489,18393,4,31.7832,8,1
Basic Bitch,Kuselofte,spotify:track:3GTCQ2JUqcxGHuIN8zjuo,0.827,0.665,7,-5.958,1,0.98,0.393,,0.164,0.586,1.6,15915,4,24.45675,9,
Adhān,Arve Henriksen,spotify:track:6z73wjcf9actsqCh729UVr,0.191,0.732,6,-21.856,,0.455,0.977,0.929,0.344,0.157,68.93,289,4,3.8265,9,
Huncho Dreams,Quavo,spotify:track:7pVzUPjJ83QojsVcOthmxP,0.831,0.528,2,-7.635,1,0.534,0.894,2.58E-01,0.396,0.232,153.987,211963,4,36.34448,1,1
Safe & Sound,Taylor Swift Featuring The Civil Wars,spotify:track:z9UVN8VBHJ9HdfYsOuuNf,0.472,0.3,7,-1.87,1,0.28,0.883,1.40E-01,0.698,0.289,144.317,2467,4,16.6589,11,1
Bus Stop,Graham Coxon,spotify:track:7azl1bdhtYGiPnJxxRDHT,0.531,0.851,2,-5.461,1,0.38,0.11,0.926,0.32,0.69,147.981,297347,4,98.1589,1,
Forward!,Anaal Nathrakh,spotify:track:38XmF28XW6a7g44JhZdsDT,0.441,0.997,11,-4.928,1,0.19,0.562,0.19,0.147,0.314,15.36,291,4,38.2474,8,
F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,spotify:track:5n86k4ft5H7OK4qdSUfYoz,0.611,0.464,1,-8.68,,0.294,0.171,0.214,0.794,0.274,127.764,243413,4,3.57562,11,1
She's With Me,High Valley,spotify:track:1e5mv9RVUe8KWQut6ND9pi,0.61,0.941,11,-3.622,1,0.852,0.188,,0.526,0.72,111.41,173693,4,41.6825,8,1
Fantasy Girl,Johnny O.,spotify:track:3W6WaJa1wRQfbhqotaHtyM,0.655,0.486,9,-16.934,,0.337,0.793,0.3,0.129,0.449,127.214,474333,4,3.73429,2,
Sanctified,Rick Ross Featuring Kanye West & Big Sean,spotify:track:39RWgrQOBCLQH88wyTBm9,0.739,0.52,9,-6.31,1,0.679,0.754,,0.382,0.247,126.41,289627,4,58.8556,12,1
This Moment,Bela Nemeth,spotify:track:6gp6sejiJXYU1i6xHPf8hh,0.253,0.611,4,-29.25,1,0.489,0.995,0.959,0.861,0.39,81.2,154663,4,45.29155,9,
Threw It Away,Graham Coxon,spotify:track:4POUoeuWFvmIc8UYn5UYz1,0.598,0.666,1,-7.163,,0.32,0.379,0.285,0.851,0.622,116.94,12,4,57.34499,5,
I Got The Boy,Jana Kramer,spotify:track:6tbNaE7kvGNqS7FvJdzLB,0.625,0.569,,-5.954,1,0.271,0.26,,0.127,0.361,149.987,2113,4,31.3525,14,1
Drunk On You,Luke Bryan,spotify:track:3b7CDTKBSRTmQ6ytYi5vZ,0.558,0.872,9,-4.41,1,0.449,0.178,,0.173,0.472,143.971,213547,4,19.386,8,1
Green Light,Lorde,spotify:track:6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.957,0.29,8.55E-01,0.879,0.253,128.942,234653,4,3.51199,11,1
Long Daddy Green,Thad Jones,spotify:track:5dwGlb9HolqnHzdKFFbtWV,0.463,0.338,5,-1.97,,0.529,0.814,4.25E-01,0.12,0.48,121.321,218133,4,39.7278,8,
Dive In,Trey Songz,spotify:track:43hHjvaO9brl5t7ywedeyx,0.587,0.648,,-6.954,1,0.89,0.279,,0.962,0.37,119.888,252453,4,36.38769,12,1
I Will Go Sailing No More - Instrumental,Fred Mollin,spotify:track:1h5L8mEkQxGzQTyEmIfYa,0.578,0.411,7,-12.53,1,0.522,0.986,0.116,0.221,0.936,143.629,78787,4,21.5752,3,
We Owned The Night,Lady Antebellum,spotify:track:7nvmiDtfh9gwYFh9Kzn7sc,0.657,0.714,1,-6.965,1,0.273,0.281,0.145,0.838,0.488,99.991,1978,4,4.8427,11,1
JL,Dj Spinna,spotify:track:1YyCU8dSANaQuVEYPn9OhO,0.8,0.76,7,-6.943,1,0.833,0.562,0.929,0.586,0.973,181.954,153442,4,22.64144,1,
Meaner Than The Sea,Graham Coxon,spotify:track:5wDfEOm5DTdrxCKYMSjMM2,0.453,0.279,9,-11.165,,0.426,0.867,0.183,0.112,0.231,77.763,12353,4,48.45274,5,
Loyalty.,Kendrick Lamar Featuring Rihanna,spotify:track:6SwRhMLwNqEi6alNPVGn,0.658,0.535,9,-8.983,,0.573,0.265,,0.2,0.419,11.684,22736,4,35.22651,12,1
She Will,Lil Wayne Featuring Drake,spotify:track:3FFcZZq3Z3EJrhUecwcMdG,0.364,0.841,8,-4.831,1,0.119,0.42,,0.242,0.837,1.14,3584,5,14.29324,8,1
Percolator - Reworked '1,Cajmere,spotify:track:7g7wZC14D8TLhRHHIvxBvj,0.942,0.76,9,-9.436,1,0.489,0.176,0.295,0.741,0.524,126.26,28493,4,128.38386,9,
I Used to Love You (feat. Francci Richard) - Dub Mix,Jack Wins,spotify:track:7hXocDvLnqDaFTNAEfl47T,0.627,0.932,,-4.164,1,0.459,0.843,0.357,0.297,0.154,124.919,1848,4,47.46814,8,
Dip,Tyga & Nicki Minaj,spotify:track:4hXDobvUaXyDFLnmecoYz,0.885,0.543,2,-6.338,1,0.2,0.311,,0.154,0.43,99.26,195992,4,29.72916,1,1
Feeling Punk - Asle Remix,Todd Terry,spotify:track:2GobjIUMdRKdF8cwcz7svv,0.739,0.772,4,-1.172,1,0.9,0.126,0.78,0.751,0.699,122.997,345854,4,97.5751,8,
Babylon,Oneohtrix Point Never,spotify:track:GNOV2aEFqS3qOXfQEhEuq,0.567,0.186,3,-14.696,1,0.297,0.925,0.872,0.16,0.178,126.883,2224,4,39.96621,1,
Thrash Destroy Your Mind and Soul,Ad Inferos,spotify:track:3hp3jvytCwtECKdRl35Fh8,0.224,0.949,1,-7.511,1,0.18,0.111,0.265,0.16,0.229,144.988,166139,4,44.4362,8,
A Year Without Rain,Selena Gomez & The Scene,spotify:track:1rXfrhdG6bsiS4oe1QM96,0.629,0.86,2,-5.264,,0.442,0.12,1.72E-01,0.112,0.49,119.966,234333,4,77.64676,8,1
Go the Distance - Instrumental,Fred Mollin,spotify:track:3mM3zSYs2hxVIIyRBwKff,0.566,0.351,,-11.373,1,0.487,0.984,9.84E-01,0.19,0.69,77.13,9213,4,22.87828,5,
Californication (Metal Version),Leo,spotify:track:74XdsZAGBeDarGqxc4Gjo,0.564,0.929,7,-4.398,1,0.44,0.117,2.67E-01,0.245,0.432,19.999,33586,4,34.5587,15,
J'Attendrai,The Music Tapes,spotify:track:7cB1HU8YTssHwVMhF8WhQ,0.22,0.283,3,-14.382,1,0.349,0.984,0.932,0.169,0.228,14.383,19429,3,38.14697,1,
Victims of Hate,Dangerous,spotify:track:6ZfnINiSEYgLCqs2sgowIS,0.165,0.982,4,-4.62,1,0.39,1.28E-01,0.722,0.812,0.295,197.83,293893,4,38.11897,15,
Structure Violence (Live),Sepultura,spotify:track:3s8nm1Z1x6GOQkQbOtEmr9,0.318,0.991,1,-5.198,1,0.122,0.31,0.596,0.942,0.687,173.166,2846,4,4.42233,11,
Thriller / Heads Will Roll,Glee Cast,spotify:track:6FCngfdkfRZCwL2eZAgnc,0.633,0.822,1,-5.11,,0.723,0.846,,0.141,0.633,122.994,21656,4,47.1793,8,1
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",spotify:track:2AYTGaclgKXACh13nJRVcV,0.564,0.717,1,-6.43,,0.397,0.97,,0.493,0.423,117.489,284831,5,33.24547,17,1
Quickie,Miguel,spotify:track:4isk4UYRcmslphcTq61xUg,0.372,0.642,9,-4.819,,0.148,0.216,,0.114,0.647,67.839,22636,4,74.58695,8,1
Suit & Tie,Justin Timberlake Featuring JAY Z,spotify:track:6vtI1cw1YmAIKDJvHVIM5,0.795,0.596,11,-3.799,,0.219,0.13,,0.164,0.357,11.985,32628,4,25.2754,12,1
Grow - Kidnap Extended Dub,Kidnap,spotify:track:5GDSwvAWoVZoQxikMPtBDO,0.684,0.737,,-8.551,1,0.335,0.198,0.695,0.185,0.246,121.9,294558,3,28.5169,14,
Waiting For The End,Linkin Park,spotify:track:1V4Bq9kYHMk9yILUp5z3o3,0.487,0.961,4,-4.139,1,0.132,0.415,1.15E-01,0.553,0.323,17.5,23168,4,45.95938,1,1
(R)Evolution,Hammerfall,spotify:track:2SueqHLTi69QqY16haDCO,0.547,0.916,9,-4.662,1,0.438,0.134,,0.65,0.319,13.39,265587,4,46.85915,11,
Narcos,Migos,spotify:track:wbnC9AUenxp613TYaJsGK,0.936,0.585,,-6.914,1,0.125,0.142,,0.132,0.242,124.991,255379,4,59.9329,6,1
Assets,Tropkillaz,spotify:track:6LY4mDVzFVi6jAD2UMrHB,0.719,0.81,,-4.612,1,0.49,0.116,0.13,0.719,0.85,1.3,199212,4,38.743,15,
Skylark,Chet Baker,spotify:track:4ASStoXN76ilytWoCTieGf,0.456,0.11,3,-17.768,1,0.318,0.974,0.91,0.12,0.139,97.56,3296,4,3.26726,18,
The Man Who Can't Be Moved,The Script,spotify:track:4MusyaroNM5Awx8b5c627,0.69,0.629,1,-5.24,1,0.264,0.425,,0.978,0.325,99.955,241467,4,23.84689,11,1
Woman,Kesha Featuring The Dap-Kings Horns,spotify:track:1kJtfldK9F7XmsSiSNlbth,0.743,0.765,5,-3.586,,0.389,0.438,0.416,0.667,0.338,114.991,19636,4,5.3191,1,1
Little Bit Of Everything,Keith Urban,spotify:track:1J8j3IeJz1HXoHF59LoP4h,0.619,0.882,8,-5.99,1,0.912,0.239,,0.33,0.897,159.98,2577,4,38.6377,8,1
Lie,NF,spotify:track:7FkzikE6FuHIa8Ma7zJGc,0.513,0.661,5,-6.419,1,0.24,0.161,,0.246,0.179,94.791,29213,4,62.34133,1,1
Good Girl,Carrie Underwood,spotify:track:2DfkHC5grnKNJCzZQB6KC,0.617,0.839,,-2.849,,0.655,0.286,,0.19,0.741,128.91,2556,4,41.8719,11,1
Takeaway,The Chainsmokers & Illenium Featuring Lennon Stella,spotify:track:3gmEQx3NTanacLseoPGw,0.528,0.511,3,-8.144,1,0.324,0.126,,0.11,0.351,1.1,2988,4,21.5333,11,1
